feature,importance
order_country_Hong Kong,1.5934259456532746e-05
order_country_United Arab Emirates,1.5725688552240357e-05
product_name_Polar Loop Activity Tracker,1.5702458976749622e-05
product_name_insta-bed Neverflat Air Mattress,1.5612945838859483e-05
product_name_Garmin Approach S4 Golf GPS Watch,1.511202149670141e-05
order_country_Liberia,1.4517222222148301e-05
product_name_Nike Women's Free 5.0 TR FIT PRT 4 Training S,1.4371564546119356e-05
order_country_Eritrea,1.4130876931494792e-05
product_name_MDGolf Pittsburgh Penguins Putter,1.2903286853625475e-05
order_country_Guinea,1.250012676354026e-05
order_country_Guadalupe,1.2085910283248837e-05
order_country_Moldova,1.2003582651549858e-05
order_country_Syria,1.125250537718727e-05
product_name_Titleist Small Wheeled Travel Cover,1.100627233437763e-05
product_name_Diamondback Girls' Clarity 24 Hybrid Bike 201,1.0939963760792419e-05
product_name_LIJA Women's Mid-Length Panel Golf Shorts,1.0538799166102568e-05
product_name_Titleist Club Glove Travel Cover,1.0116127549435321e-05
order_country_Costa Rica,9.913262804174347e-06
product_name_Nike Men's Kobe IX Elite Low Basketball Shoe,9.871287460579597e-06
product_name_adidas Brazuca 2014 Official Match Ball,9.518805076479592e-06
product_name_TaylorMade White Smoke IN-12 Putter,9.230968246287461e-06
order_country_Botswana,9.15843688444292e-06
order_country_Qatar,8.88025129672546e-06
order_country_Suriname,8.798342833421167e-06
product_name_Columbia Men's PFG Anchor Tough T-Shirt,8.193224452809172e-06
order_country_Cyprus,8.070930089027574e-06
product_name_infrequent_sklearn,7.935878291442614e-06
product_name_Total Gym 1400,7.653268340278808e-06
product_name_Bushnell Pro X7 Jolt Slope Rangefinder,7.337831530680454e-06
product_name_Bowflex SelectTech 1090 Dumbbells,6.205776423817596e-06
order_country_Tajikistan,6.023328054547506e-06
product_name_Polar FT4 Heart Rate Monitor,5.966663182816016e-06
product_name_Pelican Maverick 100X Kayak,5.728632464293857e-06
order_country_Mauritania,5.339090154064647e-06
order_country_Central African Republic,5.174696558529829e-06
product_name_Bag Boy M330 Push Cart,5.131264964112873e-06
order_country_Oman,4.817690070545048e-06
order_country_Republic of the Congo,4.221024431892328e-06
product_name_LIJA Women's Button Golf Dress,4.152235339495759e-06
product_name_GoPro HERO3+ Black Edition Camera,4.150011426278488e-06
customer_state_95758,3.989297953311198e-06
order_country_Djibouti,3.7150819035484097e-06
product_name_Nike Men's Free TR 5.0 TB Training Shoe,3.520320742961248e-06
product_name_Garmin Forerunner 910XT GPS Watch,3.4629516484379034e-06
category_name_Golf Bags & Carts,3.326301498470433e-06
product_name_Ogio Race Golf Shoes,3.3068263592392e-06
order_country_Guinea-Bissau,3.1146089953172544e-06
order_country_Namibia,2.6569046816221384e-06
order_country_Montenegro,2.6190647084769125e-06
category_name_As Seen on  TV!,2.5177459178042244e-06
order_country_Albania,2.5020070488343055e-06
product_name_Stiga Master Series ST3100 Competition Indoor,2.323266011186627e-06
customer_state_DE,2.321384001767287e-06
order_country_Sierra Leone,2.0743486135770745e-06
order_country_Swaziland,1.908148497698711e-06
product_name_TaylorMade Women's RBZ SL Rescue,1.789208185642508e-06
order_country_Guyana,1.5570620669715598e-06
product_name_LIJA Women's Argyle Golf Polo,1.1792038878252984e-06
product_name_Diamondback Boys' Insight 24 Performance Hybr,1.12809221035711e-06
product_name_Nike Kids' Grade School KD VI Basketball Shoe,7.451224459870947e-07
